round,param_error,order_error
1,0.06921174665678893334064269993178,404.80134259565198817654163576662540
2,0.08524438812359284856068342151048,37.47811507382780149555401294492185
3,0.05512091639093415901262673628480,39.93923169143041462803012109361589
4,0.06147554182045116694110831190301,28.68363060200374903274678217712790
5,0.10860317851279324696811556805187,36.16974967961620279766066232696176
6,0.10785749733707444830699273552455,46.69407163473939448294913745485246
7,0.05615441692672409196296356981293,42.81593588327397981174726737663150
8,0.08081783628297711796761859659455,21.75128363816833498844971472863108
9,0.02781142955603583405421730390117,24.22317539518229523309855721890926
10,0.03234894271351260869318267054950,18.24187173571527864623931236565113
11,0.05089621261297008064650171377252,18.39503532580225453330058371648192
12,0.01160441630073898687525169037826,19.26163222344879244474213919602334
13,0.04576072861425578564009697402071,16.24502027620943778174478211440146
14,0.05159854924719595864468502099953,28.46522334853401403620409837458283
15,0.03404646758924213811869918799857,20.36575790132846819346923439297825
16,0.08981094723599103435418555818615,38.11301369844998276903424994088709
17,0.03832216334230140880601211961221,22.12921450267575451675838849041611
18,0.02478193948437140692320213020139,25.24291481783144419637210376095027
19,0.07513518858074602624341764567362,20.87079973360071249999236897565424
20,0.04436580523074055981691543593115,34.38696290643925834729088819585741
21,0.02816873878578697587560242254767,25.28039236557417979156525689177215
22,0.04167452963427715345590129913944,19.19144051288661145804326224606484
23,0.06641571530864996686371881651212,35.62072418484808622451964765787125
24,0.00822487483732277022130396915145,31.92436668897415330548028578050435
25,0.03599255902412077517960042882805,33.00046210727386863936771987937391
26,0.07385805581696477939424028136273,40.38487720629012756035081110894680
27,0.03841063779962247681787346209603,25.42997766815888383007404627278447
28,0.04430597445825842917166426104814,19.69739385940214759784794296137989
29,0.12413587787889107660888043938030,38.05086557252529644301830558106303
30,0.01216830057666399601823403742173,44.24198390288943016912526218220592
31,0.03922832574661102439383952855678,23.49939732204551390282176726032048
32,0.08571119887345088339536403054808,18.21371695558006820192531449720263
33,0.00043868300915916354091109163882,20.29938373445823174279212253168225
34,0.03493459875605821329802580521573,14.01640148954841968986784195294604
35,0.08287439395683454668173339996429,29.79043609607651177384468610398471
36,0.04481172249382912170512227589825,28.86955893136428130674175918102264
37,0.00486159991233029668139531409565,25.22991688908779295275053300429136
38,0.00186527837487869291993591858159,25.92347835141119816171340062282979
39,0.00420048076753494481483386380205,17.03226341511183861143763351719826
