round,param_error,order_error
1,4.88462633483836050629633973585442,851.02904552106758728768909350037575
2,2.38334737617854264257744034694042,410.73670552699559266329742968082428
3,1.16250247571881892838518979260698,201.24295853615313944828812964260578
4,0.56628166689831793689791084034368,102.62048347124215297299087978899479
5,0.27275251150434309810322019984596,28.17830538011708796375387464649975
6,0.13654555725549161193654867929581,17.92687710599521011545220972038805
7,0.07102241660933872324790172569919,21.29601570311560010395623976364732
8,0.03048488468314571042672156409026,24.23802470323434476995316799730062
9,0.01765412070054281357123215911997,21.28683211881113024332989880349487
10,0.00620539356674785526346571629119,20.88598867354668797702288429718465
11,0.00065148635517953135121160812560,22.61452311156028827099362388253212
12,0.00355634828280234314978880405533,22.40578126370771983033591823186725
13,0.00028578991605978168455415300286,25.17867485738900867886513879057020
14,0.00178080316573233678190124606999,25.12247241109874451581163157243282
15,0.00265000275629605902549812412872,30.31461740046857755714881932362914
16,0.00224599715309350619896200385028,30.32142948372530355527487699873745
17,0.00402826052135446532886930981476,33.45775512021468500734044937416911
18,0.00238691854135147409066153301183,33.57091102761673084842186653986573
19,0.00146900376443939717496789398865,20.13190530931293054095476691145450
20,0.00157673823999466763967625126952,20.17090857666206460407920530997217
21,0.00368649422809151292024232304811,30.07910565402564984083255694713444
22,0.00218647852249859164786016663129,30.08433887389935179612621141131967
23,0.00558181609078509805010881450471,32.65732441312469092054016073234379
24,0.00488015154787301702610236020519,32.49931785072013923354461439885199
25,0.00392736453568797230784248597502,19.48452163591893793181952787563205
26,0.00108213564908784046214584861900,19.48722917212881000637025863397866
27,0.00561310560533527513893403693146,32.60144035740712809001706773415208
28,0.00196704295728719613656210185582,32.86198992114282901866317843087018
29,0.00579475543143136845314344895996,24.43638339292195027496745751705021
30,0.00216523793092635030710368937434,24.39799501114724478156858822330832
31,0.00006228701795289726117488271484,19.80473358639994430063779873307794
32,0.00193188449204238776868436389123,19.76595653256772777695005061104894
33,0.00577995218224298598630461754055,35.51038540053865233403485035523772
34,0.00289190025472861080013675660894,35.39699600486181907399441115558147
35,0.00689964753584143900000391624872,30.46159014667873421444710402283818
36,0.00289579631133511650187273289703,30.37342240235482648813558625988662
37,0.00252968257500828935802061891991,19.97451914836092967675540421623737
38,0.00105804468504572604659053070009,19.96671241479258540607588656712323
39,0.00547933302184717627159038499940,28.76133907592253891039035806898028
40,0.00185666092139950486550326047563,28.66475103753772657455556327477098
41,0.00478663158650407399852255707629,28.51014694672928584395776852034032
42,0.00181635922342428951514747836882,28.46282607902483619000122416764498
43,0.00058389665854682686052523621356,25.86360966207649880743701942265034
44,0.00232127289683904496075950163458,25.87102871534921533225315215531737
45,0.00061455436598246634960496237454,24.38303782478376291464883252047002
46,0.00197885949404616456881456088013,24.50993279006383218643350119236857
47,0.00096931139312403727381628470994,29.17729441231989540028735063970089
48,0.00160057246105570032124187918043,29.15528972389680362198305374477059
49,0.00026219470489197843621198558139,19.82440953053620447121829784009606
50,0.00052795972532076670957756903135,19.85110484893734650313490419648588
51,0.00019241305548168760597427251469,21.79982424050036016183184983674437
52,0.00077998066517829048316379214612,21.81101944911181433894853398669511
53,0.00055439031727043744379734846461,22.11862879529680014911718899384141
54,0.00106434823656761240462387263506,22.11926631001055199021720909513533
55,0.00063793848734710473236120265028,30.99270806668027233854445512406528
56,0.00196537999160508597418228760034,30.93138153651910826624771289061755
57,0.00081923191593270133781246045146,28.60155018756057643258827738463879
58,0.00262009568713034157738661633630,28.63511526028261755527637433260679
59,0.00278071377436048608466911957748,25.88047238172947928092071379069239
60,0.00068299741820509671241801186170,25.88539719237979497279411589261144
61,0.00130289754903233426230890756869,13.71192417308657240937463939189911
62,0.00070483072390456827371885140110,13.72961939640405049090077227447182
63,0.00229641298359440672316456044655,21.45680492425309893178564379923046
64,0.00130768925834165092303429389631,21.48801619840394749871848034672439
65,0.00198876581557339005001949772122,23.51296613689328651730647834483534
66,0.00003123231773282872381081176627,23.49977437015085968141647754237056
67,0.00048040702347517186265868360806,25.55242816312235021314336336217821
68,0.00077399945707594050570143906498,25.55260204075542773693996423389763
69,0.00504950202886727227136187678980,28.49361433358230399903732177335769
70,0.00265787499564433538079555319200,28.45788894064352447799137735273689
71,0.00005492354761227336013007516158,24.41355853203519643557228846475482
72,0.00221709459198897104736936114477,24.43172982476921717420736968051642
73,0.00584514399540952966916051991575,30.88596590594140067764783452730626
74,0.00209600067025429021017046693487,30.98614286019658692339362460188568
75,0.00521293454528816251059009090341,28.60648134780320361869598855264485
76,0.00143827227996823348021848687495,28.55034880034899913425761042162776
77,0.00146657400346074731634082866094,22.22851875813441679952120466623455
78,0.00030105780453691492748458102824,22.15082418346930737129696353804320
79,0.00103784765571872036882261625124,20.39608359223242217694860300980508
80,0.00049823569099261347248308595681,20.39110143936087737870366254355758
81,0.00183132072903844159150743564624,20.50664581514676143569886335171759
82,0.00068135594828464679517665558706,20.46483387711311152656890044454485
83,0.00206445911191094691461422883094,21.96662881492953545148338889703155
84,0.00086692564070451130775474268830,22.02743806084432875991296896245331
85,0.00161917136883874338004751791686,14.84115287493048462863498571095988
86,0.00147226624257028662623447701208,14.81189477331902537571295397356153
87,0.00463902262881961749418913143472,35.96536602348996325417829211801291
88,0.00367670473841294476180507899699,35.93453568305600498433705070056021
89,0.00281282068871690008049490927533,23.41107010694967272002031677402556
90,0.00086431805945340681174293706590,23.39668534797684529280559218022972
91,0.00050658815093249966177157972425,20.67589621492787088641307491343468
92,0.00033465047685002705102341735710,20.68863475195452039656629494857043
93,0.00094058020987955286151827039021,23.16349853476609510494199639651924
94,0.00023479070971732692030276012929,23.26784154050335473584709689021111
95,0.00030950783979991070005155506806,16.16768174800484203501582669559866
96,0.00027823119754409944559547795961,16.16949783139347118776640854775906
97,0.00059217373931215976090580710434,24.82427493325613809815877175424248
98,0.00000095496810018427802368989887,24.83512024015537633658823324367404
99,0.00185478505075085606246254599228,20.83607429581068970492196967825294
100,0.00105181974120980605003072838599,20.90502237448029276833949552383274
