round,param_error,order_error
1,0.66299352628970353862314368598163,364.64114234271210079896263778209686
2,0.66299352628970864564905696170172,26.00302806523315624076531094033271
3,0.66299352628970842360445203667041,26.00302806523323795317992335185409
4,0.66299352628970820155984711163910,26.00302806523322018961152934934944
5,0.66299352628970797951524218660779,26.00302806523322729503888695035130
6,0.66299352628970864564905696170172,26.00302806523320953147049294784665
7,0.66299352628970842360445203667041,26.00302806523323795317992335185409
8,0.66299352628970820155984711163910,26.00302806523322018961152934934944
9,0.66299352628970797951524218660779,26.00302806523322729503888695035130
10,0.66299352628970864564905696170172,26.00302806523320953147049294784665
11,0.66299352628970842360445203667041,26.00302806523323795317992335185409
12,0.66299352628970820155984711163910,26.00302806523322018961152934934944
13,0.66299352628970797951524218660779,26.00302806523322729503888695035130
14,0.66299352628970864564905696170172,26.00302806523320953147049294784665
15,0.66299352628970842360445203667041,26.00302806523323795317992335185409
16,0.66299352628970820155984711163910,26.00302806523322018961152934934944
17,0.66299352628970797951524218660779,26.00302806523322729503888695035130
18,0.66299352628970864564905696170172,26.00302806523320953147049294784665
19,0.66299352628970842360445203667041,26.00302806523323795317992335185409
20,0.66299352628970820155984711163910,26.00302806523322018961152934934944
21,0.66299352628970797951524218660779,26.00302806523322729503888695035130
22,0.66299352628970864564905696170172,26.00302806523320953147049294784665
23,0.66299352628970842360445203667041,26.00302806523323795317992335185409
24,0.66299352628970820155984711163910,26.00302806523322018961152934934944
25,0.66299352628970797951524218660779,26.00302806523322729503888695035130
26,0.66299352628970864564905696170172,26.00302806523320953147049294784665
27,0.66299352628970842360445203667041,26.00302806523323795317992335185409
28,0.66299352628970820155984711163910,26.00302806523322018961152934934944
29,0.66299352628970797951524218660779,26.00302806523322729503888695035130
30,0.66299352628970864564905696170172,26.00302806523320953147049294784665
31,0.66299352628970842360445203667041,26.00302806523323795317992335185409
32,0.66299352628970820155984711163910,26.00302806523322018961152934934944
33,0.66299352628970797951524218660779,26.00302806523322729503888695035130
34,0.66299352628970864564905696170172,26.00302806523320953147049294784665
35,0.66299352628970842360445203667041,26.00302806523323795317992335185409
36,0.66299352628970820155984711163910,26.00302806523322018961152934934944
37,0.66299352628970797951524218660779,26.00302806523322729503888695035130
38,0.66299352628970864564905696170172,26.00302806523320953147049294784665
39,0.66299352628970842360445203667041,26.00302806523323795317992335185409
40,0.66299352628970820155984711163910,26.00302806523322018961152934934944
41,0.66299352628970797951524218660779,26.00302806523322729503888695035130
42,0.66299352628970864564905696170172,26.00302806523320953147049294784665
43,0.66299352628970842360445203667041,26.00302806523323795317992335185409
44,0.66299352628970820155984711163910,26.00302806523322018961152934934944
45,0.66299352628970797951524218660779,26.00302806523322729503888695035130
46,0.66299352628970864564905696170172,26.00302806523320953147049294784665
47,0.66299352628970842360445203667041,26.00302806523323795317992335185409
48,0.66299352628970820155984711163910,26.00302806523322018961152934934944
49,0.66299352628970797951524218660779,26.00302806523322729503888695035130
50,0.66299352628970864564905696170172,26.00302806523320953147049294784665
51,0.66299352628970842360445203667041,26.00302806523323795317992335185409
52,0.66299352628970820155984711163910,26.00302806523322018961152934934944
53,0.66299352628970797951524218660779,26.00302806523322729503888695035130
54,0.66299352628970864564905696170172,26.00302806523320953147049294784665
55,0.66299352628970842360445203667041,26.00302806523323795317992335185409
56,0.66299352628970820155984711163910,26.00302806523322018961152934934944
57,0.66299352628970797951524218660779,26.00302806523322729503888695035130
58,0.66299352628970864564905696170172,26.00302806523320953147049294784665
59,0.66299352628970842360445203667041,26.00302806523323795317992335185409
60,0.66299352628970820155984711163910,26.00302806523322018961152934934944
61,0.66299352628970797951524218660779,26.00302806523322729503888695035130
62,0.66299352628970864564905696170172,26.00302806523320953147049294784665
63,0.66299352628970842360445203667041,26.00302806523323795317992335185409
64,0.66299352628970820155984711163910,26.00302806523322018961152934934944
65,0.66299352628970797951524218660779,26.00302806523322729503888695035130
66,0.66299352628970864564905696170172,26.00302806523320953147049294784665
67,0.66299352628970842360445203667041,26.00302806523323795317992335185409
68,0.66299352628970820155984711163910,26.00302806523322018961152934934944
69,0.66299352628970797951524218660779,26.00302806523322729503888695035130
70,0.66299352628970864564905696170172,26.00302806523320953147049294784665
71,0.66299352628970842360445203667041,26.00302806523323795317992335185409
72,0.66299352628970820155984711163910,26.00302806523322018961152934934944
73,0.66299352628970797951524218660779,26.00302806523322729503888695035130
74,0.66299352628970864564905696170172,26.00302806523320953147049294784665
75,0.66299352628970842360445203667041,26.00302806523323795317992335185409
76,0.66299352628970820155984711163910,26.00302806523322018961152934934944
77,0.66299352628970797951524218660779,26.00302806523322729503888695035130
78,0.66299352628970864564905696170172,26.00302806523320953147049294784665
79,0.66299352628970842360445203667041,26.00302806523323795317992335185409
80,0.66299352628970820155984711163910,26.00302806523322018961152934934944
81,0.66299352628970797951524218660779,26.00302806523322729503888695035130
82,0.66299352628970864564905696170172,26.00302806523320953147049294784665
83,0.66299352628970842360445203667041,26.00302806523323795317992335185409
84,0.66299352628970820155984711163910,26.00302806523322018961152934934944
85,0.66299352628970797951524218660779,26.00302806523322729503888695035130
86,0.66299352628970864564905696170172,26.00302806523320953147049294784665
